I am stupid, version 2
-0.8999999999999999,-0.6999999999999997,-0.9154146157156395
-0.8999999999999999,-0.6499999999999997,-0.9717916992333813
-0.8999999999999999,-0.5999999999999996,-0.9677474816893964
-0.8999999999999999,-0.5499999999999996,-0.9035334129427205
-0.8999999999999999,-0.4999999999999996,-0.7831420127722344
-0.8999999999999999,-0.4499999999999996,-0.6140586353342681
-0.8999999999999999,-0.39999999999999963,-0.4067960660958844
-0.8999999999999999,-0.34999999999999964,-0.17424088775238572
-0.8999999999999999,-0.29999999999999966,0.06914774506953106
-0.8999999999999999,-0.24999999999999967,0.30823710601468496
-0.8999999999999999,-0.19999999999999968,0.5281617766300071
-0.8999999999999999,-0.1499999999999997,0.7152479060844689
-0.8999999999999999,-0.09999999999999969,0.857863384985534
-0.8999999999999999,-0.049999999999999684,0.9471410736019811
-0.8999999999999999,3.191891195797325E-16,0.977530117665097
-0.8999999999999999,0.05000000000000032,0.9471410736019803
-0.8999999999999999,0.10000000000000032,0.8578633849855325
-0.8999999999999999,0.15000000000000033,0.7152479060844668
-0.8999999999999999,0.20000000000000034,0.5281617766300044
-0.8999999999999999,0.25000000000000033,0.3082371060146817
-0.8999999999999999,0.3000000000000003,0.06914774506952781
-0.8999999999999999,0.3500000000000003,-0.1742408877523889
-0.8999999999999999,0.4000000000000003,-0.40679606609588714
-0.8999999999999999,0.4500000000000003,-0.6140586353342704
-0.8999999999999999,0.5000000000000003,-0.7831420127722364
-0.8999999999999999,0.5500000000000004,-0.9035334129427218
-0.8999999999999999,0.6000000000000004,-0.9677474816893968
-0.8999999999999999,0.6500000000000005,-0.9717916992333809
-0.8999999999999999,0.7000000000000005,-0.9154146157156382
-0.8999999999999999,0.7500000000000006,-0.8021214851313357
-0.8999999999999999,0.8000000000000006,-0.6389563256138446
-0.8999999999999999,0.8500000000000006,-0.43606395650435453
-0.8999999999999999,0.9000000000000007,-0.20605924262087488
-0.8999999999999999,0.9500000000000007,0.03675723693704816
-0.8499999999999999,-1.0,0.2538746373214502
-0.8499999999999999,-0.95,0.0336535266812232
-0.8499999999999999,-0.8999999999999999,-0.18865999724983465
-0.8499999999999999,-0.8499999999999999,-0.3992435563117457
-0.8499999999999999,-0.7999999999999998,-0.585004084746932
-0.8499999999999999,-0.7499999999999998,-0.7343918926137926
-0.8499999999999999,-0.6999999999999997,-0.8381187695672552
-0.8499999999999999,-0.6499999999999997,-0.8897354807913175
-0.8499999999999999,-0.5999999999999996,-0.8860327491835452
-0.8499999999999999,-0.5499999999999996,-0.8272407926614208
-0.8499999999999999,-0.4999999999999996,-0.7170150103272761
-0.8499999999999999,-0.4499999999999996,-0.5622087074567471
-0.8499999999999999,-0.39999999999999963,-0.3724469901701806
-0.8499999999999999,-0.34999999999999964,-0.15952832295251368
-0.8499999999999999,-0.29999999999999966,0.06330904272346488
-0.8499999999999999,-0.24999999999999967,0.28221015875526373
-0.8499999999999999,-0.19999999999999968,0.48356481397835116
-0.8499999999999999,-0.1499999999999997,0.6548537511763798
-0.8499999999999999,-0.09999999999999969,0.7854270538588611
-0.8499999999999999,-0.049999999999999684,0.8671663064865126
-0.8499999999999999,3.191891195797325E-16,0.8949893582285832
-0.8499999999999999,0.05000000000000032,0.8671663064865119
-0.8499999999999999,0.10000000000000032,0.7854270538588598
-0.8499999999999999,0.15000000000000033,0.6548537511763779
-0.8499999999999999,0.20000000000000034,0.48356481397834866
-0.8499999999999999,0.25000000000000033,0.2822101587552607
-0.8499999999999999,0.3000000000000003,0.06330904272346191
-0.8499999999999999,0.3500000000000003,-0.15952832295251662
-0.8499999999999999,0.4000000000000003,-0.3724469901701831
-0.8499999999999999,0.4500000000000003,-0.5622087074567493
-0.8499999999999999,0.5000000000000003,-0.717015010327278
-0.8499999999999999,0.5500000000000004,-0.827240792661422
-0.8499999999999999,0.6000000000000004,-0.8860327491835457
-0.8499999999999999,0.6500000000000005,-0.8897354807913171
-0.8499999999999999,0.7000000000000005,-0.8381187695672541
-0.8499999999999999,0.7500000000000006,-0.7343918926137908
-0.8499999999999999,0.8000000000000006,-0.5850040847469296
-0.8499999999999999,0.8500000000000006,-0.39924355631174213
-0.8499999999999999,0.9000000000000007,-0.18865999724983154
-0.8499999999999999,0.9500000000000007,0.03365352668122638
-0.7999999999999998,-1.0,0.2146762497830698
-0.7999999999999998,-0.95,0.028457403134570854
-0.7999999999999998,-0.8999999999999999,-0.15953078700964352
-0.7999999999999998,-0.8499999999999999,-0.337600125492409
-0.7999999999999998,-0.7999999999999998,-0.494679123311691
-0.7999999999999998,-0.7499999999999998,-0.6210013691828494
-0.7999999999999998,-0.6999999999999997,-0.7087127576894707
-0.7999999999999998,-0.6499999999999997,-0.7523598195174194
-0.7999999999999998,-0.5999999999999996,-0.749228791763342
-0.7999999999999998,-0.5499999999999996,-0.6995143465681009
-0.7999999999999998,-0.4999999999999996,-0.6063074873459338
-0.7999999999999998,-0.4499999999999996,-0.4754033651631886
-0.7999999999999998,-0.39999999999999963,-0.3149409643133765
-0.7999999999999998,-0.34999999999999964,-0.13489705969433002
-0.7999999999999998,-0.29999999999999966,0.053534090733219006
-0.7999999999999998,-0.24999999999999967,0.23863675068713125
-0.7999999999999998,-0.19999999999999968,0.4089021333016363
-0.7999999999999998,-0.1499999999999997,0.5537439617527434
-0.7999999999999998,-0.09999999999999969,0.6641566726773585
-0.7999999999999998,-0.049999999999999684,0.7332753384854633
-0.7999999999999998,3.191891195797325E-16,0.7568024953079276
-0.7999999999999998,0.05000000000000032,0.7332753384854628
-0.7999999999999998,0.10000000000000032,0.6641566726773572
-0.7999999999999998,0.15000000000000033,0.5537439617527419
-0.7999999999999998,0.20000000000000034,0.40890213330163416
-0.7999999999999998,0.25000000000000033,0.23863675068712867
-0.7999999999999998,0.3000000000000003,0.053534090733216494
-0.7999999999999998,0.3500000000000003,-0.1348970596943325
-0.7999999999999998,0.4000000000000003,-0.31494096431337854
-0.7999999999999998,0.4500000000000003,-0.47540336516319043
-0.7999999999999998,0.5000000000000003,-0.6063074873459353
-0.7999999999999998,0.5500000000000004,-0.6995143465681019
-0.7999999999999998,0.6000000000000004,-0.7492287917633424
-0.7999999999999998,0.6500000000000005,-0.752359819517419
-0.7999999999999998,0.7000000000000005,-0.7087127576894697
-0.7999999999999998,0.7500000000000006,-0.6210013691828479
-0.7999999999999998,0.8000000000000006,-0.494679123311689
-0.7999999999999998,0.8500000000000006,-0.337600125492406
-0.7999999999999998,0.9000000000000007,-0.15953078700964088
-0.7999999999999998,0.9500000000000007,0.028457403134573542
-0.7499999999999998,-1.0,0.1621303328006967
-0.7499999999999998,-0.95,0.02149193609220308
-0.7499999999999998,-0.8999999999999999,-0.1204827251080029
-0.7499999999999998,-0.8499999999999999,-0.2549663540095895
-0.7499999999999998,-0.7999999999999998,-0.3735974099283265
-0.7499999999999998,-0.7499999999999998,-0.4689999883873691
-0.7499999999999998,-0.6999999999999997,-0.5352424191330137
-0.7499999999999998,-0.6499999999999997,-0.5682060686614954
-0.7499999999999998,-0.5999999999999996,-0.565841416901975
-0.7499999999999998,-0.5499999999999996,-0.528295486447855
-0.7499999999999998,-0.4999999999999996,-0.45790270140401357
-0.7499999999999998,-0.4499999999999996,-0.359039744202563
-0.7499999999999998,-0.39999999999999963,-0.23785343468733808
-0.7499999999999998,-0.34999999999999964,-0.10187855062764377
-0.7499999999999998,-0.29999999999999966,0.04043064826933636
-0.7499999999999998,-0.24999999999999967,0.18022606527959173
-0.7499999999999998,-0.19999999999999968,0.30881589846152346
-0.7499999999999998,-0.1499999999999997,0.418205054802615
-0.7499999999999998,-0.09999999999999969,0.5015922463793457
-0.7499999999999998,-0.049999999999999684,0.5537928614987736
-0.7499999999999998,3.191891195797325E-16,0.5715613187423431
-0.7499999999999998,0.05000000000000032,0.5537928614987732
-0.7499999999999998,0.10000000000000032,0.5015922463793449
-0.7499999999999998,0.15000000000000033,0.4182050548026138
-0.7499999999999998,0.20000000000000034,0.30881589846152185
-0.7499999999999998,0.25000000000000033,0.1802260652795898
-0.7499999999999998,0.3000000000000003,0.040430648269334464
-0.7499999999999998,0.3500000000000003,-0.10187855062764564
-0.7499999999999998,0.4000000000000003,-0.23785343468733966
-0.7499999999999998,0.4500000000000003,-0.3590397442025644
-0.7499999999999998,0.5000000000000003,-0.45790270140401473
-0.7499999999999998,0.5500000000000004,-0.5282954864478557
-0.7499999999999998,0.6000000000000004,-0.5658414169019753
-0.7499999999999998,0.6500000000000005,-0.5682060686614953
-0.7499999999999998,0.7000000000000005,-0.5352424191330131
-0.7499999999999998,0.7500000000000006,-0.46899998838736795
-0.7499999999999998,0.8000000000000006,-0.373597409928325
-0.7499999999999998,0.8500000000000006,-0.2549663540095872
-0.7499999999999998,0.9000000000000007,-0.12048272510800091
-0.7499999999999998,0.9500000000000007,0.02149193609220511
-0.6999999999999997,-1.0,0.09950393699028172
-0.6999999999999997,-0.95,0.013190204558122929
-0.6999999999999997,-0.8999999999999999,-0.07394363090774238
-0.6999999999999997,-0.8499999999999999,-0.15648000954392072
-0.6999999999999997,-0.7999999999999998,-0.22928721908526736
-0.6999999999999997,-0.7499999999999998,-0.28783845987849044
-0.6999999999999997,-0.6999999999999997,-0.32849329935939353
-0.6999999999999997,-0.6499999999999997,-0.34872401651756907
-0.6999999999999997,-0.5999999999999996,-0.34727276334600793
-0.6999999999999997,-0.5499999999999996,-0.3242297717378873
-0.6999999999999997,-0.4999999999999996,-0.281027743304484
-0.6999999999999997,-0.4499999999999996,-0.2203527709281627
-0.6999999999999997,-0.39999999999999963,-0.14597733051683018
-0.6999999999999997,-0.34999999999999964,-0.0625257267236716
-0.6999999999999997,-0.29999999999999966,0.02481342391872892
-0.6999999999999997,-0.24999999999999967,0.11060979604372854
-0.6999999999999997,-0.19999999999999968,0.18952898678057006
-0.6999999999999997,-0.1499999999999997,0.2566641830881254
-0.6999999999999997,-0.09999999999999969,0.3078412436240297
-0.6999999999999997,-0.049999999999999684,0.339878226636225
-0.6999999999999997,3.191891195797325E-16,0.3507832276896186
-0.6999999999999997,0.05000000000000032,0.33987822663622475
-0.6999999999999997,0.10000000000000032,0.30784124362402915
-0.6999999999999997,0.15000000000000033,0.2566641830881246
-0.6999999999999997,0.20000000000000034,0.1895289867805691
-0.6999999999999997,0.25000000000000033,0.11060979604372737
-0.6999999999999997,0.3000000000000003,0.024813423918727758
-0.6999999999999997,0.3500000000000003,-0.06252572672367275
-0.6999999999999997,0.4000000000000003,-0.14597733051683118
-0.6999999999999997,0.4500000000000003,-0.22035277092816352
-0.6999999999999997,0.5000000000000003,-0.2810277433044847
-0.6999999999999997,0.5500000000000004,-0.32422977173788775
-0.6999999999999997,0.6000000000000004,-0.34727276334600815
-0.6999999999999997,0.6500000000000005,-0.34872401651756896
-0.6999999999999997,0.7000000000000005,-0.3284932993593931
-0.6999999999999997,0.7500000000000006,-0.2878384598784897
-0.6999999999999997,0.8000000000000006,-0.22928721908526642
-0.6999999999999997,0.8500000000000006,-0.1564800095439193
-0.6999999999999997,0.9000000000000007,-0.07394363090774116
-0.6999999999999997,0.9500000000000007,0.013190204558124176
-0.6499999999999997,-1.0,0.030690868317297816
-0.6499999999999997,-0.95,0.00406836999033626
-0.6499999999999997,-0.8999999999999999,-0.02280707987779458
-0.6499999999999997,-0.8499999999999999,-0.048264495983420475
-0.6499999999999997,-0.7999999999999998,-0.07072105949408457
-0.6499999999999997,-0.7499999999999998,-0.08878053005729164
-0.6499999999999997,-0.6999999999999997,-0.10132005726304573
-0.6499999999999997,-0.6499999999999997,-0.10755999404390602
-0.6499999999999997,-0.5999999999999996,-0.10711237135348128
-0.6499999999999997,-0.5499999999999996,-0.10000502020263687
-0.6499999999999997,-0.4999999999999996,-0.08667984126203639
-0.6499999999999997,-0.4499999999999996,-0.06796532961875104
-0.6499999999999997,-0.39999999999999963,-0.04502506296449618
-0.6499999999999997,-0.34999999999999964,-0.019285355970457475
-0.6499999999999997,-0.29999999999999966,0.00765342105072059
-0.6499999999999997,-0.24999999999999967,0.0341163454197073
-0.6499999999999997,-0.19999999999999968,0.05845808067033032
-0.6499999999999997,-0.1499999999999997,0.07916517560198469
-0.6499999999999997,-0.09999999999999969,0.09495016334500456
-0.6499999999999997,-0.049999999999999684,0.10483160981487465
-0.6499999999999997,3.191891195797325E-16,0.10819513453010661
-0.6499999999999997,0.05000000000000032,0.10483160981487456
-0.6499999999999997,0.10000000000000032,0.09495016334500439
-0.6499999999999997,0.15000000000000033,0.07916517560198447
-0.6499999999999997,0.20000000000000034,0.05845808067033002
-0.6499999999999997,0.25000000000000033,0.034116345419706935
-0.6499999999999997,0.3000000000000003,0.007653421050720231
-0.6499999999999997,0.3500000000000003,-0.01928535597045783
-0.6499999999999997,0.4000000000000003,-0.04502506296449649
-0.6499999999999997,0.4500000000000003,-0.0679653296187513
-0.6499999999999997,0.5000000000000003,-0.08667984126203662
-0.6499999999999997,0.5500000000000004,-0.100005020202637
-0.6499999999999997,0.6000000000000004,-0.10711237135348134
-0.6499999999999997,0.6500000000000005,-0.10755999404390598
-0.6499999999999997,0.7000000000000005,-0.10132005726304559
-0.6499999999999997,0.7500000000000006,-0.08878053005729143
-0.6499999999999997,0.8000000000000006,-0.07072105949408428
-0.6499999999999997,0.8500000000000006,-0.048264495983420044
-0.6499999999999997,0.9000000000000007,-0.022807079877794203
-0.6499999999999997,0.9500000000000007,0.004068369990336644
-0.5999999999999996,-1.0,-0.04003040989885054
-0.5999999999999996,-0.95,-0.005306416118619677
-0.5999999999999996,-0.8999999999999999,0.02974750491465816
-0.5999999999999996,-0.8499999999999999,0.06295187017204128
-0.5999999999999996,-0.7999999999999998,0.09224219304455496
-0.5999999999999996,-0.7499999999999998,0.1157973431213598
-0.5999999999999996,-0.6999999999999997,0.13215277525819547
-0.5999999999999996,-0.6499999999999997,0.14029158790104165
-0.5999999999999996,-0.5999999999999996,0.13970774909946465
-0.5999999999999996,-0.5499999999999996,0.13043755912236923
-0.5999999999999996,-0.4999999999999996,0.11305739348309572
-0.5999999999999996,-0.4499999999999996,0.08864786670162984
-0.5999999999999996,-0.39999999999999963,0.058726644927621495
-0.5999999999999996,-0.34999999999999964,0.02515408480989593
-0.5999999999999996,-0.29999999999999966,-0.009982434469479063
-0.5999999999999996,-0.24999999999999967,-0.04449829432267748
-0.5999999999999996,-0.19999999999999968,-0.07624746575887785
-0.5999999999999996,-0.1499999999999997,-0.10325593907279017
-0.5999999999999996,-0.09999999999999969,-0.12384445820716998
-0.5999999999999996,-0.049999999999999684,-0.13673292876111343
-0.5999999999999996,3.191891195797325E-16,-0.141120008059869
-0.5999999999999996,0.05000000000000032,-0.13673292876111331
-0.5999999999999996,0.10000000000000032,-0.12384445820716976
-0.5999999999999996,0.15000000000000033,-0.10325593907278988
-0.5999999999999996,0.20000000000000034,-0.07624746575887746
-0.5999999999999996,0.25000000000000033,-0.044498294322677004
-0.5999999999999996,0.3000000000000003,-0.009982434469478595
-0.5999999999999996,0.3500000000000003,0.025154084809896397
-0.5999999999999996,0.4000000000000003,0.058726644927621884
-0.5999999999999996,0.4500000000000003,0.08864786670163019
-0.5999999999999996,0.5000000000000003,0.11305739348309603
-0.5999999999999996,0.5500000000000004,0.13043755912236943
-0.5999999999999996,0.6000000000000004,0.13970774909946473
-0.5999999999999996,0.6500000000000005,0.1402915879010416
-0.5999999999999996,0.7000000000000005,0.13215277525819527
-0.5999999999999996,0.7500000000000006,0.11579734312135952
-0.5999999999999996,0.8000000000000006,0.09224219304455458
-0.5999999999999996,0.8500000000000006,0.06295187017204072
-0.5999999999999996,0.9000000000000007,0.029747504914657667
-0.5999999999999996,0.9500000000000007,-0.005306416118620178
-0.5499999999999996,-1.0,-0.1082627911116279
-0.5499999999999996,-0.95,-0.014351274974528642
-0.5499999999999996,-0.8999999999999999,0.08045253393121606
-0.5499999999999996,-0.8499999999999999,0.17025419394263372
-0.5499999999999996,-0.7999999999999998,0.24947027278748563
-0.5499999999999996,-0.7499999999999998,0.313175498360042
-0.5499999999999996,-0.6999999999999997,0.3574089882854472
-0.5499999999999996,-0.6499999999999997,0.3794205184015661
-0.5499999999999996,-0.5999999999999996,0.37784151837689217
-0.5499999999999996,-0.5499999999999996,0.35277016278519724
-0.5499999999999996,-0.4999999999999996,0.30576526708603546
-0.5499999999999996,-0.4499999999999996,0.23974936802946822
-0.5499999999999996,-0.39999999999999963,0.15882701447602196
-0.5499999999999996,-0.34999999999999964,0.06802956642859989
-0.5499999999999996,-0.29999999999999966,-0.02699763056350214
-0.5499999999999996,-0.24999999999999967,-0.12034624564806425
-0.5499999999999996,-0.19999999999999968,-0.20621231406579793
-0.5499999999999996,-0.1499999999999997,-0.2792570995680325
-0.5499999999999996,-0.09999999999999969,-0.33493903117890816
-0.5499999999999996,-0.049999999999999684,-0.3697960760819136
-0.5499999999999996,3.191891195797325E-16,-0.38166099205233334
-0.5499999999999996,0.05000000000000032,-0.3697960760819133
-0.5499999999999996,0.10000000000000032,-0.33493903117890755
-0.5499999999999996,0.15000000000000033,-0.2792570995680317
-0.5499999999999996,0.20000000000000034,-0.20621231406579688
-0.5499999999999996,0.25000000000000033,-0.12034624564806295
-0.5499999999999996,0.3000000000000003,-0.026997630563500873
-0.5499999999999996,0.3500000000000003,0.06802956642860114
-0.5499999999999996,0.4000000000000003,0.15882701447602302
-0.5499999999999996,0.4500000000000003,0.23974936802946917
-0.5499999999999996,0.5000000000000003,0.3057652670860363
-0.5499999999999996,0.5500000000000004,0.35277016278519774
-0.5499999999999996,0.6000000000000004,0.37784151837689234
-0.5499999999999996,0.6500000000000005,0.379420518401566
-0.5499999999999996,0.7000000000000005,0.3574089882854467
-0.5499999999999996,0.7500000000000006,0.31317549836004127
-0.5499999999999996,0.8000000000000006,0.24947027278748463
-0.5499999999999996,0.8500000000000006,0.1702541939426322
-0.5499999999999996,0.9000000000000007,0.08045253393121474
-0.5499999999999996,0.9500000000000007,-0.014351274974529999
-0.4999999999999996,-1.0,-0.16976391633539156
-0.4999999999999996,-0.95,-0.02250384106179216
-0.4999999999999996,-0.8999999999999999,0.1261554140534466
-0.4999999999999996,-0.8499999999999999,0.26697093654666076
-0.4999999999999996,-0.7999999999999998,0.3911874992581208
-0.4999999999999996,-0.7499999999999998,0.49108191795157297
-0.4999999999999996,-0.6999999999999997,0.5604432415034127
-0.4999999999999996,-0.6499999999999997,0.5949589187612977
-0.4999999999999996,-0.5999999999999996,0.5924829320872986
-0.4999999999999996,-0.5499999999999996,0.5531692263405584
-0.4999999999999996,-0.4999999999999996,0.4794621373315697
-0.4999999999999996,-0.4499999999999996,0.37594441486042757
-0.4999999999999996,-0.39999999999999963,0.24905228953044664
-0.4999999999999996,-0.34999999999999964,0.10667529910262388
-0.4999999999999996,-0.29999999999999966,-0.04233424474998529
-0.4999999999999996,-0.24999999999999967,-0.18871165030662265
-0.4999999999999996,-0.19999999999999968,-0.3233558794572188
-0.4999999999999996,-0.1499999999999997,-0.43789540617191586
-0.4999999999999996,-0.09999999999999969,-0.5252087174427761
-0.4999999999999996,-0.049999999999999684,-0.5798670944701281
-0.4999999999999996,3.191891195797325E-16,-0.5984721441039579
-0.4999999999999996,0.05000000000000032,-0.5798670944701276
-0.4999999999999996,0.10000000000000032,-0.5252087174427752
-0.4999999999999996,0.15000000000000033,-0.43789540617191464
-0.4999999999999996,0.20000000000000034,-0.32335587945721717
-0.4999999999999996,0.25000000000000033,-0.18871165030662063
-0.4999999999999996,0.3000000000000003,-0.042334244749983305
-0.4999999999999996,0.3500000000000003,0.10667529910262584
-0.4999999999999996,0.4000000000000003,0.2490522895304483
-0.4999999999999996,0.4500000000000003,0.375944414860429
-0.4999999999999996,0.5000000000000003,0.479462137331571
-0.4999999999999996,0.5500000000000004,0.5531692263405592
-0.4999999999999996,0.6000000000000004,0.592482932087299
-0.4999999999999996,0.6500000000000005,0.5949589187612975
-0.4999999999999996,0.7000000000000005,0.560443241503412
-0.4999999999999996,0.7500000000000006,0.49108191795157174
-0.4999999999999996,0.8000000000000006,0.3911874992581192
-0.4999999999999996,0.8500000000000006,0.2669709365466583
-0.4999999999999996,0.9000000000000007,0.12615541405344452
-0.4999999999999996,0.9500000000000007,-0.022503841061794285
-0.4499999999999996,-1.0,-0.22070994347958717
-0.4499999999999996,-0.95,-0.029257227307416336
-0.4499999999999996,-0.8999999999999999,0.16401456155365204
-0.4499999999999996,-0.8499999999999999,0.3470887193689342
-0.4499999999999996,-0.7999999999999998,0.5085825817107481
-0.4499999999999996,-0.7499999999999998,0.6384552424014914
-0.4499999999999996,-0.6999999999999997,0.7286318484274237
-0.4499999999999996,-0.6499999999999997,0.7735056551891454
-0.4499999999999996,-0.5999999999999996,0.770286626724964
-0.4499999999999996,-0.5499999999999996,0.7191749066336712
-0.4499999999999996,-0.4999999999999996,0.6233483741149505
-0.4499999999999996,-0.4499999999999996,0.4887650588325481
-0.4499999999999996,-0.39999999999999963,0.3237926994870295
-0.4499999999999996,-0.34999999999999964,0.13868847835186146
-0.4499999999999996,-0.29999999999999966,-0.055038720640496655
-0.4499999999999996,-0.24999999999999967,-0.24534387855913997
-0.4499999999999996,-0.19999999999999968,-0.4203947424127405
-0.4499999999999996,-0.1499999999999997,-0.5693074973319624
-0.4499999999999996,-0.09999999999999969,-0.6828234694631358
-0.4499999999999996,-0.049999999999999684,-0.7538847854648204
-0.4499999999999996,3.191891195797325E-16,-0.7780731968879223
-0.4499999999999996,0.05000000000000032,-0.7538847854648199
-0.4499999999999996,0.10000000000000032,-0.6828234694631345
-0.4499999999999996,0.15000000000000033,-0.5693074973319607
-0.4499999999999996,0.20000000000000034,-0.42039474241273833
-0.4499999999999996,0.25000000000000033,-0.24534387855913734
-0.4499999999999996,0.3000000000000003,-0.055038720640494074
-0.4499999999999996,0.3500000000000003,0.13868847835186401
-0.4499999999999996,0.4000000000000003,0.32379269948703165
-0.4499999999999996,0.4500000000000003,0.48876505883255
-0.4499999999999996,0.5000000000000003,0.6233483741149521
-0.4499999999999996,0.5500000000000004,0.7191749066336722
-0.4499999999999996,0.6000000000000004,0.7702866267249644
-0.4499999999999996,0.6500000000000005,0.7735056551891452
-0.4499999999999996,0.7000000000000005,0.7286318484274226
-0.4499999999999996,0.7500000000000006,0.6384552424014899
-0.4499999999999996,0.8000000000000006,0.508582581710746
-0.4499999999999996,0.8500000000000006,0.3470887193689311
-0.4499999999999996,0.9000000000000007,0.16401456155364932
-0.4499999999999996,0.9500000000000007,-0.0292572273074191
-0.39999999999999963,-1.0,-0.25793329532946113
-0.39999999999999963,-0.95,-0.034191540864142986
-0.39999999999999963,-0.8999999999999999,0.19167607800807065
-0.39999999999999963,-0.8499999999999999,0.40562620671774013
-0.39999999999999963,-0.7999999999999998,0.5943564625123049
-0.39999999999999963,-0.7499999999999998,0.7461325121865987
-0.39999999999999963,-0.6999999999999997,0.8515176560872243
-0.39999999999999963,-0.6499999999999997,0.90395955639109
-0.39999999999999963,-0.5999999999999996,0.900197629735518
-0.39999999999999963,-0.5499999999999996,0.8404657744993562
-0.39999999999999963,-0.4999999999999996,0.7284778281346498
-0.39999999999999963,-0.4499999999999996,0.5711966587415525
-0.39999999999999963,-0.39999999999999963,0.378401247653963
-0.39999999999999963,-0.34999999999999964,0.16207867974390897
-0.39999999999999963,-0.29999999999999966,-0.06432115545729325
-0.39999999999999963,-0.24999999999999967,-0.2867218127466147
-0.39999999999999963,-0.19999999999999968,-0.4912954964338834
-0.39999999999999963,-0.1499999999999997,-0.6653228057039604
-0.39999999999999963,-0.09999999999999969,-0.7979835653540068
